unique_id,prey_1,prey_2,prey_3,prey_4,prey_5,prey_6,prey_7,prey_8,prey_9,prey_10,prey_11,prey_12,prey_13,prey_14,prey_15,prey_16,prey_17,prey_18,prey_19,prey_20,prey_21,prey_22,prey_23,prey_24,prey_25,prey_26,prey_27,prey_28,prey_29,prey_30,prey_31,prey_32,prey_33,prey_34,prey_35,prey_36,prey_37,prey_38,prey_39,prey_40,prey_41,prey_42,prey_43,prey_44,prey_45,prey_46,prey_47,prey_48,prey_49,prey_50,prey_51,prey_52,prey_53,prey_54,prey_55,prey_56,prey_57,prey_58,prey_59,prey_60
F0559,0.51,0.42,0.98,0.53,0.61,0.32,0,1,0.74,0,0,0,0.59,0,0.51,0,0.4,0,0.35,0.82,0.24,0.03,0.52,0.54,0.74,0.48,0.65,0.34,0.19,0,0.2,0,0,0,0.14,0.9,0,0,0,0.76,0,0.63,0,0.95,0.15,0,0,0.13,0.87,0.32,0,0.25,0.7,0,0.08,0,0,0.04,0.34,0.32
F0560,0,0.49,0,0.12,0.85,0.78,1,0,0,0,0,0.73,0.81,0,0.95,0,0.37,0,0,0.02,0,0,0,0.66,0.69,0.71,0,0.9,0.16,0,0,0.1,0,0.46,0,0.46,0,0.63,0.47,0.2,0.36,0.84,0,0,0.19,0.18,0,0.68,0.46,0,0.91,0.73,0,0.81,0,0.2,0.6,0.4,0.87,0.72
F0561,0.39,0.98,0.71,0,0.99,0,0.94,0.56,0.16,0.59,0,0.74,0,0,0.93,0.39,0.46,0.23,0.99,0.27,0,0.77,0.53,0.27,0.14,0.76,0.45,0,0,0.59,0.96,0.15,0,0.87,0.06,0.31,0.95,0.85,0.86,0.87,0.71,0.25,0,0,0.69,0,0,0,0.22,0,0.75,0.92,0.69,0.06,0.09,0.67,0.21,0,0.78,0
F0562,0.95,0.1,0.33,0.74,0.19,0.7,0.44,0,0,0.56,0.04,0.94,0,0.52,0,0,0,0.2,0.46,0.65,0,0.5,0.77,0.51,0,0,0.54,0,0.81,0.38,0.61,0.69,0,0,0,0,0.58,0.07,0.86,0.4,0,0.03,0.42,0,0,0,0.19,0.88,0.37,0,0.14,0.16,0.16,0.88,0.06,0,0.35,0.33,0.96,0.98
F0563,0.2,0,0.62,0.14,0,0.39,0.2,0.28,0.4,0.35,0,0,0.68,0.61,0.7,0,0.84,0,0,0.6,0,0,0.16,0.26,0.2,0.46,0.48,0.87,0.51,0.19,0.66,1,0.23,0.39,0.46,0.81,0,0,0,0,0,0.85,0.86,0.94,0.99,0.51,0,0,0.62,0,0.29,0.72,0,0,0,0.25,0,0.05,0,0
F0564,0.44,0.9,0.16,0.95,0,0,0.06,0,0.59,0.28,0.38,0,0.69,0.89,0.82,0,0.52,0,0,0,0.77,0.07,0,0,0.7,0.45,0.14,0.05,0,0.06,0.85,0.27,0.48,0,0.46,0.59,0.79,0.3,1,0.56,0.75,0.46,0.32,0,0.56,0.64,0.21,0.36,0,0,0.78,0.63,0,0.65,0,0,0,0,0,0.91
F0565,0.55,0.37,0.72,0.88,0,0.67,0.99,0,0,0,0.35,0.23,0.35,0,0.97,0,0,0,0.83,0.34,0.14,0.34,0,0.64,0,0.02,0,0,0.07,0.3,0.72,0.91,0.5,0.97,0,0.26,0,0,0.93,0.11,0.16,0.62,0.73,0.32,0.37,0.28,0.46,0.13,0.31,0.47,0,0,0.39,0.12,0,0,0,0.95,0,0.92
F0566,0,0,0.24,0.09,0.17,0,0.53,0.82,0.12,0,0.02,0,0.54,0.55,0.31,0,0.17,0.25,0,0.64,0,0.93,0.62,0,0.71,0.92,0,0.61,0.71,0.39,0.02,0.84,0.47,0,0,0.2,0,0,0.98,0.29,0.65,0.98,0.88,0,0.17,0.13,0.99,0,0.65,0,0,0,0,0.74,0,0,0,0.57,0,0
F0567,0.47,0,0,0.39,0,0.03,0.23,0.39,0,0,0.37,0.68,0.49,0.13,0.53,0.51,0.62,0.8,0,0.1,0,0.95,0,0.96,0.76,0.09,0.19,0.97,0,0,0.86,0,0.38,0.13,0.62,0,0.42,0,0.01,0.2,0.72,0.52,0,0.64,0.02,0.88,0.41,0.47,0.08,0.74,0.73,0.31,0,0.98,0,0,0.69,0,0,0.72
F0568,0.25,0,0.63,0.77,0.9,0.49,0.41,0.61,0.6,0.93,0.46,0.5,0.29,0.66,0,0.12,0.58,0.81,0.98,0.42,0.99,0.71,0.35,0.97,0.78,0.93,0.21,0,0.03,0,0,0.79,0,0.61,0.05,0.64,0,0,0,0,0.18,0,0,0,0.19,0.33,0,0,0.03,0,0,0,0.15,0.29,0.74,0.69,0,0,0.32,0
F0569,0.56,0.18,0,0.27,0.71,0.19,0,0.44,0,0.8,0,0,0.45,0,0.47,0.29,0.72,0.69,0,0.74,0.38,0.34,0.52,0,0,0,0,0.97,0.71,0.41,0.5,0.81,0,0.27,0,0.95,0,0.56,0,0.34,0,0.69,0.54,0.65,0.52,0.98,0,0.51,0,0,0.67,0,0.14,0.62,0.28,0.94,0.33,0.99,0,0.32
F0570,0.58,0.21,0,0,0.79,0.29,0.32,0.84,0.41,0.18,0,0,0.82,0.09,0.11,0,0.39,0,0,0.83,0,0.14,0.06,0.93,0.89,0.02,0.27,0,0.4,0.76,0.53,0.91,0.43,0.87,0.02,0.63,0.84,0.73,0.55,0,0.3,0.58,0,0,0.64,0.71,0,0.3,0.67,0.65,0,0.36,0.8,0,0,0.76,0,0,0.53,0
F0571,0.82,0,0.43,0.42,0.45,0.6,0,0,0,0.17,0.49,0.69,0.18,0,0.13,0.43,0.28,0.3,0.85,0,0.08,0.92,0,0.98,0,0.84,0.79,0.96,0.96,0,0,0.3,0.09,0,0,0.57,0,0.98,0.83,0.66,0.46,0,0.92,0.28,0.43,0.55,0.75,0.26,0,0.82,0.24,0.16,0,0.49,0.68,0.27,0,0.75,0,0
F0572,0,0,0.39,0.79,0.12,0.23,0.77,0.74,0,0.19,0.48,0,0.79,0.63,0.94,0.38,0.81,0,0,0,0.18,0.75,0.12,0.53,0.63,0.83,0.09,0,0.72,0.29,0.93,0.2,0.56,0,0.62,0.4,0.48,0,0,0.59,0.62,0.2,0.89,0.05,0.59,0.96,0.72,0,0,0.4,0.18,0.23,0,0.03,0,0.67,0,0.99,0.71,0
F0573,0.88,0.33,0,0.01,0.6,0,0.31,0.18,0.21,0.22,0,0.77,0.56,0.08,0,0.38,0,0,0.54,0.04,0.39,0.56,0.11,0.15,0,0,0.37,0,0.07,0.17,0.63,0,0.34,0.9,0.51,1,0,0.7,0.47,0.27,0.29,0.11,0.55,0,0.56,0.16,0,0.81,0.18,0.26,0,0.16,0.97,0,0.72,0,0.49,0,0,0
F0574,0.42,0,0.26,0.96,0.74,0.21,0.64,0.76,0.74,0.25,0.64,0,0.7,0.93,0.12,0.53,0,0.97,0.87,0,0.94,0.06,0,0,0.16,0,0.08,0.88,0.57,0,0.76,0,0.95,0.26,0.04,0.52,0.43,0,0,0.55,0.15,0,0.09,0.6,0.71,0.93,0,0,0,0.09,0,0.28,0.78,0.33,0,0,0.05,0.31,0.24,0
F0575,0.74,0.53,0.67,0.06,0.16,0.83,0.65,0.91,0,0.02,0.33,0,0,0,0,0,0.09,0,0.86,0.89,0.43,0,0,0,0.46,0,0.89,0.55,0.18,0,0.39,0.18,0,0,0,0.92,0.27,0.9,0.02,0.36,0.58,0,0.82,0.55,0.26,0.99,0.15,0.36,0.6,0,0.74,0,0.31,0.79,0,0,0,0.09,0.96,0.3
F0576,0.47,0.25,0.03,0.18,0.67,0,0.6,0.04,0.68,0,0.27,0.73,0,0.93,0.9,0,0.1,0,0,0,0.53,0.89,0.03,0.89,0,0.32,0.13,0.45,0,0.06,0.1,0.92,0.74,0,0.74,0.99,0.9,0,0,0.32,0.97,0,0.1,0.13,0.11,0.72,0,0.45,0,0.38,0.16,0.93,0.38,0.08,0.37,0.81,0.39,0.07,0,0
F0577,0.7,0,0.88,0,0,0.86,0,0,0.44,0.07,0,0.65,0.75,1,0.15,0.21,0,0.46,0.93,0.94,0.72,0.43,0.87,0.22,0,0.69,0.39,0.64,0.92,0,0.81,0.6,0.81,0.28,0.72,0,0.28,0.66,0,0.02,0.27,0.82,0.09,0.28,0.94,0,0.02,0.51,0.96,0.94,0,0,0.41,0.92,0.27,0,0.58,0.07,0.22,0
F0578,0.59,0,0,0,0,0.22,0.77,0,0.76,0,0.56,0.63,0,0.37,0,0,0.11,0.47,0,0,0.16,0.57,0.09,0.68,0.27,0,0,0.92,0.05,0.98,0.18,0,0.42,0.64,0,0.23,0,0,0.46,0.64,0.56,0.6,0.86,0,0.49,0.61,0.56,0,0.97,0,0.05,0.42,0.57,0.38,0.89,0,0,0.18,0.22,0.08
F0579,0,0.67,0.58,0,0,0.57,0.27,0,0.96,0,0,0.05,0.56,0,0,0.29,0.48,0,0.07,0,0,0,0,0.73,0,0.38,0.06,0.19,0,0.59,0.62,0.05,0.62,0.54,0.92,0.62,0,0.49,0.59,0.26,0,0.17,0.12,0,0.16,0,0.7,0,0,0,0.91,0.42,0.8,0.83,0.72,0,0.07,0.15,0.46,0.5
F0580,0.53,0.59,0.36,0,0.98,0,0.31,0.37,0.36,0,0,0,0,0.26,0.4,0.87,0.71,0.41,0,0.65,0.98,0.66,0.21,0.25,0.43,0.48,0.51,0.27,0.21,0.05,0,0,0,0.08,0.47,0.97,0.33,0.18,0,0,0.87,0.32,0.86,0.1,0.87,0.12,0.72,0.36,0.75,0.88,0,0,0,0.78,0.33,0,0.77,0.92,0,0.87
F0581,0,0.55,0.97,0,0,0,0.52,0,0,0.32,0,0.31,0.37,0.89,0.08,0.13,0,0,0.7,0.67,0.48,0.93,0,0.7,0.35,0.39,0,0.51,0.98,0.02,0.09,0.51,0,0,0.7,0.88,0.62,0,0.37,0.37,0.52,0.37,0,0.41,0.14,0.56,0,0.63,0.75,0.23,0.81,0.85,0.45,0.81,0,0.93,0,0,0,0.77
F0582,0.24,0.76,0.49,0.76,0.22,0.08,0,0,0,0.63,0,0,0,0.62,0.46,0,0.22,0.69,0,0.47,0.32,0,0.47,0.89,0.14,0.85,0,0.15,0.45,0,0,0.77,0,0,0.2,0,0.7,0,0,0.11,0.03,0.65,0,0.76,0.53,0.7,0.19,0.7,0.3,0,0.63,0.53,0,0.5,0.44,0.79,0,0.23,0.36,0.08
F0583,0.63,0.65,0,0,0.7,0.41,0.4,0.92,0,0.55,0,0,0.97,0.83,0,0.62,0,0.22,0.36,0,0.41,0.64,0.71,0.19,0.72,0,0.28,0.64,0.4,0.73,0.8,0.07,0.45,0,0.84,0,0,0.51,0.96,0.42,0,0.24,0,0.82,0,0.75,0.2,0,0.14,0,0.72,0,0.05,0.29,0.95,0.44,0.97,0.53,0.12,0.38
F0584,0.84,0.82,0.45,0.83,0.61,0,0.96,0.95,0.55,0.87,0,0.61,0.13,0.66,0.56,0.49,0,0.21,0.53,0.51,0.01,0.68,0.1,0.03,0,0.13,0,0.29,0.68,0.17,0,0.75,0.57,0.12,0.89,0,0.73,0.13,0.11,0.03,0,0,0.71,0.09,0.08,0.77,0.99,0,0.96,0.37,0.89,0.16,0.38,0.28,0,0.44,0,0,0,0
F0585,0.2,0.41,0.25,0,0.44,0,0,0.02,0.59,0.64,0.52,0.58,0,0.95,0,0.63,0.91,0.06,0,0.07,0,0,0.37,0.53,0.68,0.66,0,0.97,0.88,0.28,0.48,0.64,0.14,0.39,0.27,0,0.25,0.08,0,0.79,0.24,0.9,0.74,0,0.49,0.61,0.18,0.52,0.46,0.45,0.15,0.96,0,0,0.24,0.1,0.39,0,0.93,0.02
F0586,0,0,0.03,0,0.79,0,0.68,0.11,0,0,0.18,0.3,0,0,0.32,0,0.74,0.22,0.04,0.91,0,0.32,0,0.96,0.52,0.43,0.2,0.38,0.74,0.9,0,0.27,0.55,0.3,0.56,0.46,0.03,0,0.68,0,0.69,0.66,0.16,0.77,0,0.67,0,0.8,0.41,0.74,0,0,0.29,0,0,0.77,0,0.06,0,0.26
F0587,0.39,0,0.31,0.89,0,0.9,0.9,0.21,0.55,0.51,0.66,0.8,0,0.85,0,0,0.36,0.65,0.15,0.72,0,0,0,0.57,0,0,0.19,0.48,0,0,0,0.81,0.96,0,0,0,0.95,0.83,0.82,0,0.97,0,0,0,0.76,0,0,0,0.79,0.89,0,0.8,0.06,0,0.24,0.5,0,0,0.62,0
F0588,0,0.61,0.47,0,0,0.55,0,0,0.48,0.14,0.07,0,0.1,0.67,0,0.99,0.33,0,0.74,0.71,0.57,0.57,0.54,0.76,0.67,0,0,0.22,0.85,0.04,0.57,0.06,0.93,0,0,0.73,0.25,0.82,0.05,0.68,0.95,0.08,0,0.68,0.11,0.95,0,0.63,0.61,0,0.43,0.3,0.02,0.41,0.52,0.31,0.94,0.3,0.07,0
F0589,0.88,0.79,0,0.32,0.1,0.31,0.71,0.73,0.53,0,0.4,0.77,0.24,0,0,0.28,0.36,0.19,0.5,0.69,0.27,0,0.55,0.83,0,0,0.62,0.03,0,0,0,0.27,0.46,0.63,0,0.99,0,0.96,0.89,0.73,0.72,0.42,0.93,0.11,0.5,0.7,0.68,0.5,0.6,0,0,0.86,0.68,0.04,0.14,0.26,0.27,0.07,0,0.89
F0590,0.35,0.02,0.96,1,0.36,0.92,0,0,0.33,0,0.57,0.36,0.96,0,0.8,0.99,0.35,0,0.88,0.34,0,0.85,0,0.27,0.68,0.28,0,0.33,0.21,0.59,0.81,0.37,0.48,0.99,0.76,0.46,0.45,0,0.79,0.38,0.79,0.21,0,0,0.28,0.17,0.71,0.2,0.2,0,0.06,0,1,0.89,0.83,0,0.45,0.15,0.29,0.3
F0591,0.49,0,0.93,0.91,0.31,0.31,0.05,0,0.33,0.29,0,0,0,0.03,0,0.54,0.06,0.64,0,0.76,0.51,0,0.96,0.8,0,0.76,0.18,0.04,0,0.91,0,0,0,0,0,0,0.09,0.18,0,0.46,0,0.81,0.92,0.51,0.53,0,0,0.05,0.7,0.02,0.08,0.19,0.43,0,0.11,0.34,0.63,0,0.65,0.08
F0592,0.4,0.37,0,0,0,0,0.04,0.04,0,0,0,0.32,0.28,0,0.26,0,0.71,0,0.92,0.97,0.17,0.1,0,0.88,0.79,0.17,0.89,0.87,0.83,0.72,0.2,0.17,0,0.44,0,0,0,0.25,0.86,0,0.64,0.8,0,0.25,0,0.44,0,0,0.14,0.16,0,0.41,0,0.05,0,0.32,0.11,0.91,0,0
F0593,0,0.44,0.73,0.61,0,0.98,0.65,0.04,0.17,0.7,0.46,0,0,0.75,0,0.67,0,0.98,0.29,0.75,0.77,0.08,0,0,0,0.21,0.89,0,0.83,0,0,0.89,0.38,0.87,0.55,0,0.29,0.5,0,0.75,0.17,0.17,0.67,0.43,0.99,0.61,0.26,0.04,0,0.25,0.69,0.05,0,0.02,0.3,0.16,0.4,0.87,0.34,0.39
F0594,0.86,0.8,0.08,0.36,0.8,0.52,0,0.64,0,0.07,0,0.85,0.67,0,0.81,0,0,0,0,0,0.59,0,0,0,0,0.83,0,0.71,0,0,0.54,0,0,0.6,0,0.15,0.39,0.03,0.79,0.55,0.51,0,0.67,0.7,0,0,0,0.76,0,0.51,0.05,0.1,0.04,0.25,0,0.36,0,0,0,0.84
F0595,0,0,0.03,0.85,0,0.94,0,0.22,0,0,0.53,0.6,0.39,0,0.68,0,0,0.03,0.62,0,0.74,0,0.66,0,0,0,0.16,0,0,0.55,0,0.26,0,0,0.84,0.29,0,0.92,0.3,0,0.49,0.19,0,0.93,0.02,0,0,0,0.33,0,0,0.96,0,0,0,0.45,0.14,0.36,0.69,0
F0596,0,0.85,0,0.57,0.13,0,0.32,0,0.15,0,0,0.3,0.98,0.73,0.98,0.61,0,0,0,0.67,0.66,0,0.96,0.71,0.04,0,0,0.98,0.33,0.95,0.16,0,0,0.72,0,0.32,0,0.72,0.32,0,0.66,0.72,0.15,0,0.22,0.81,0,0.53,0,0.58,0,0,0.51,0.3,0,0,0.48,0.13,0.61,0.56
F0597,0,0.12,0.65,0.86,0,0,0,0.65,0,0.22,0,0.2,0.73,0,0,0.05,0,0.25,0.15,0.55,0.17,0,0,0.7,0,0.42,0,0.79,0.48,0,0.88,0.92,0.71,0.72,0.27,0,0.23,0.03,0.44,0.86,0,0.49,0.98,0,0,0,0.52,0,0,0,0,0.93,0.34,0,0.9,0.53,0,0,0,0.77
F0598,0,0,0.03,0.79,0.44,0,0,0.72,0,0.34,0.04,0,0.7,0,0,0,0,0.74,0.47,0.26,0.2,0.91,0.23,0,0,0.07,0,0.96,0.47,0.2,0,0.81,0,0.12,0.98,0.69,0.98,0.99,0.81,0.53,0,0.72,0.21,0,0,0,0,0.1,0.77,0,0.74,0.88,0.93,0,0.71,0.26,0.33,0.5,0.93,0.3
F0599,0.85,0,0.96,0.57,0,0,0.86,0.76,0,0.88,0.88,0,0.7,0.41,0.15,0.67,0,0.07,0,0.69,0.01,0,0.66,0,0.94,0.83,0,0,0,0.31,0,0.54,0.03,0,0.42,0,0.74,0,0.67,0.06,0.44,0.2,0.77,0.98,0.2,0,0,0.53,0,0.55,0.06,0.04,0,0.35,0.42,0,0,0.06,0.41,0.78
F0600,0,0,0,0.68,0,0.11,0.44,0,0.72,0,0.44,0.1,0.26,0.49,0.72,0,0,0.64,0.73,0,0,0,0.13,0.76,0.03,0.08,0.29,0.31,0.05,0,0.71,0,0.29,0.44,0.5,0.67,0.65,0.08,0,0,0,0.24,0.49,0.06,0.54,0.94,0.11,0.55,0,0.06,0.97,0.57,0.06,0,0.41,0.1,0.79,0.47,0.62,0.1
F0601,0,0,0.71,0.33,0,0.17,0.99,0.58,0.84,0.39,0,0.34,0,0.04,0,0.81,0,0,0.42,0.4,0.32,0.1,0.43,0.36,0,0,0,0.9,0.84,0.45,0,0.7,0.62,0,0.99,0.87,0.11,0.69,0.28,0.23,0.35,0.89,0.35,0.28,0.81,0.89,0,0,0,0.37,0,0.67,0.11,0.78,0.94,0,0.64,0.41,0,0
F0602,0,0,0.96,0.5,0,0.29,0,0,0.33,0.14,0,0.82,0.76,0,0.11,0,0,0.55,0,0.63,0,0,0.3,0.13,0.04,0.04,0,0.22,0.75,0.94,0.74,0.01,0.14,0.49,0,0.53,0.94,0.24,0,0,0.79,0.16,0.13,0,0,0.28,0,0,0.93,0.69,0.18,0.9,0,0.39,0.95,0.11,0,0.29,0,0.3
F0603,0,0.58,0,0.07,0.42,0.14,0,0,0.56,0.78,0,0,0.2,0.5,0.74,0.78,0.73,0.37,0,0.46,0.52,0.91,0.82,0.29,0.04,0.72,0,0.6,0.13,0.59,0.09,0.23,0.06,0.89,0,0.03,0,0,0.08,0,0,0.14,0.82,0.98,0,0.33,0.86,0.26,0,0,0.09,0.81,0,0,0.45,0.46,0.09,0.68,0.38,0.87
F0604,0.93,0,0.8,0.58,0.94,0.24,0,0.67,0,0,0.49,0.57,0.52,0.37,0.48,0,0.36,0,0.77,0,0.75,0.25,0.43,0.46,0,0,0.87,0.8,0,0,0,0.73,0.43,0.33,0.85,0,0,0.29,0,0,0.44,0,0.26,0.11,0.52,0.55,0.79,0.59,0.69,0,0.55,0.97,0.8,0.84,0.84,0,0.91,0.46,0,0
F0605,0,0.74,0,0,0.79,0,0,0.05,0.51,0.93,0.54,0.51,0.72,0.91,0,0.5,0.42,0,0.79,0.7,0.6,0.26,0,0.03,0.8,0.34,0.99,0.08,0.02,0.83,0,0.65,0,0,0.28,0.17,0.86,0.11,0.3,0.38,0,0.03,0.02,0,0.4,0.8,0,0.9,0.89,0,0.09,0.85,0,0.64,0.64,0.22,0,0.18,0.64,0.39
F0606,0,0,0,0,0.21,0.68,0,0.95,0,0,0.51,0,0,0.48,0.69,0.02,0.33,0,0.37,0,0.79,0.48,0,0.81,0,0.38,0,0,0,0,0.75,0.23,0.79,0.14,0.84,0.76,0.66,0.82,0,0.73,0,0,0,0,0.67,0.33,0,0.65,0.99,0.48,0,0.97,0.11,0,0.99,0.82,0,0.99,0.72,0.89
F0607,0,0,0,0.61,0.2,0.68,0.9,0,0.09,0.35,0.12,0,0.24,0.95,0.8,0.7,0.55,0.36,0,0,0.58,0.84,0,0.16,0.67,0.95,0,0.71,0.88,0,0,0,0.39,0,0.65,0.48,0.94,0.05,0.9,0.36,0,0,0.65,0,0,0,0.74,0,0,0,0,0.25,0.76,0.28,0.17,0.6,0,0.2,0.44,0.7
F0608,0.67,0.19,0.35,0,0.45,0,0,0.21,0.43,0.88,0.85,0.34,0.04,0,0.19,0.82,0.66,0.41,0.38,0,0,0,0.6,0,0.39,0.79,0.95,0,0.08,0.1,0.35,0,0.29,0.64,0.49,0.23,0,0.79,0,0.11,0.93,0,0,0,0,0.33,0.51,0.28,0.4,0.62,0.77,0.53,0.34,0.1,0,0,0.68,0.44,0,0.54
F0609,0.47,0.38,0.43,0.78,0.29,0,0,0,0.41,0,0.31,0,0.95,0.78,0.5,0,0,0.65,0.34,0,0.76,0.84,0.28,0.16,0.23,0.04,0,0.54,0.35,0.33,0.8,0,0,0,0.52,0,0.21,0.04,0.06,0.7,0,0.11,0,0,0.89,0.03,0.36,0.25,0.06,0,0.84,0.9,0,0.08,0.49,0,0.5,0,0.04,0.15
F0610,0.11,0,0,0.41,0.07,0,0.26,0,0.37,0.21,0,0,0.98,0.68,0,0,0,0,0.86,0,0,0,0,0.77,0.18,0,0,0.38,0,0,0.53,0,0.97,0,0.68,0,0.91,0,0.42,0.93,0,0,0.84,0,0.31,0.73,0.78,0.02,0,0.71,0.23,0.57,0.55,0,0.69,0.7,0,0,0,0.89
F0611,0.33,0.56,0,0.13,0,0.25,0,0.73,0,0.4,0.21,0,0.78,0.3,0.27,0.37,0.28,0.88,0.75,0,0.04,0.6,0.77,0.97,0.43,0.32,0,0.4,0.17,0.12,0.24,0,0.26,0.3,0.88,0,0.84,0,0.34,0.95,0.34,0.91,0,0.15,0.14,0,0.3,0.21,0,0.01,0,0.51,0,0.75,0.18,0.25,0.55,0.52,0.06,0.75
F0612,0,0.53,0.13,0,0.27,0,0,0.92,0,0.22,0.9,0,0.26,0.74,0.33,0,0.48,0,0,0.1,0.76,0,0,0.44,0,0.18,0,0,0.63,0.73,0.76,0.55,0.95,0.67,0,0,0,0.96,0.16,0,0,0.11,0.25,0.35,0,0.76,0,0.15,0.69,0,0.34,0,0,0.32,0,0.78,0,0,0.43,0.79
F0613,0.94,0.48,0.88,0.48,0.53,0.32,0.96,0,0,0,0,0.25,0,0.46,0.58,0,0.3,0.3,0,0.67,0,0.04,0.5,0.83,0,0,0.48,0,0.55,0.62,0,0.32,0.94,0.57,0.29,0.97,0.95,0.73,0,0,0.39,0,0,0.22,0,0.57,0.92,0,0,0.35,0.61,0,0,0.63,0.72,0,0.98,0,0.68,0.82
F0614,0.29,0.66,0,0,0.44,0.02,0.11,0.73,0.6,0.57,0.62,0.68,0.47,0.81,0,0.36,0,0.51,0.67,0,0,0.16,0.74,0.5,0.07,0,0.22,0.22,0,0.91,0,0.17,0.11,0.88,0.65,0.42,0.69,0.06,0,0,0.59,0.49,0.71,0.05,0.5,0,0.16,0.17,0,0.57,0.85,0.06,0.11,0.7,0,0.75,0.83,0.14,0.27,0
F0615,0.15,0.17,0.73,0,0.09,0.4,0.14,0.08,0.37,0,0,0.88,0.06,0.13,0.08,0.24,0.89,0,0.55,0.11,0.12,0.76,0,0.91,0,0,0,0.48,0.65,0,0.13,0.53,0.69,0,0,0.19,0.67,0.79,0.39,0,0,0,0.33,0,0,0.47,0.37,0.74,0,0.71,0.24,0,0.24,0,0.57,0.66,0,0.04,0.38,0
F0616,0.21,0.66,0.21,0.74,0.35,0,0.54,0.58,0.77,0.37,0,0.69,0,0.35,0.06,0.13,0,0.78,0.48,0.1,0,0,0,0.43,0.37,0,0.43,0.97,0.99,0.4,0,0.25,0,0,0,0.17,0,0.47,0,0.1,0,0.35,0,0,0.22,0.25,0,0.21,0,0.03,0.31,0.01,0.12,0,0,0.9,0.51,0,0,0
F0617,0,0,0.89,0,0.04,0,0,0,0.32,0.21,0.83,0,0.14,0.99,0,0,0.98,0.38,0.78,0.8,0,0.51,0,0,0,0,0.24,0.61,0,0.69,0.77,0,0.82,0.26,0,0.19,0,0.03,0.69,0,0,0,0.04,0.64,0,0.81,0.6,0,0.05,0,0,0.54,0.83,0.45,0.78,0.95,0,0.47,0.45,0
F0618,0.59,0,0,0.14,0.28,0,0.45,0,0.7,0,0,0,0.28,0.21,0.43,0.15,0.83,0.35,0.8,0,0.35,0.66,0,0.19,0,0.67,0,0.5,0.2,0.81,0.65,0,0.37,0.92,0.08,0.7,0,0.32,0.7,0,0,0.36,0.99,0.79,0.67,0,0.97,0,0.81,0.05,0.05,0,0.81,0.02,0.77,0.36,0,0,0.96,0.14
F0619,0.65,0.15,0,0,0,0.49,0,0.72,0.45,0,0.35,0.6,0.03,0.1,0,0.56,0,0.08,0,0,0.05,0.61,0.33,0.45,0.84,0.02,0.8,0.79,0.99,0,0,0.17,0.4,0.28,0.8,0.83,0.37,0.87,0.47,0,0.75,0.36,0.41,0.57,0,0,0.71,0.52,0.61,0,0,0.36,0.48,0.91,0,0.72,0.23,0.62,0.92,0.64
F0620,0.38,0.96,0.21,0,0.64,0.18,0.85,0.12,0.27,0,0.59,0.59,0.88,0.49,0.16,0.72,0,0,0.63,0.25,0,0.89,0.37,0.5,0,0.96,0.13,0,0,0,0,0.43,0.14,0.45,0,0.19,0.07,0,0,0.3,0.58,0.65,0,0,0,0,0.47,0.52,0.22,0,0,0.78,0.72,0,0.28,0.9,0.85,0.98,0.86,0.33
F0621,0.37,0.03,0,0,0,0,0,0.27,0,0.28,0,0.34,0.63,0,0,0.25,0.72,0.96,0.14,0.13,0.28,0.36,0.81,0.25,0.25,0,0.74,0.89,0.44,0.18,0.18,0.52,0,0.53,0.39,0.28,0,0.46,0.47,0.49,0.68,0.76,0.44,0,0,0.91,0.94,0.04,0,0.74,0.18,0.53,0.21,0.36,0.32,0.93,0,0,0.82,0.93
F0622,0.62,0.1,0.85,0.9,0.48,0,0,0.26,0,0,0,0.14,0.61,0,0.29,0.89,0.02,0.04,0.09,0.64,0.4,0.22,0.77,0.3,0.49,0,0.02,0,0.39,0.98,0.86,0.29,0.19,0.54,0.96,0.9,0,0,1,0.38,0.1,0,0,0.1,0.54,0.74,0,0.14,0.53,0.66,0,0.47,0.65,0.52,0.1,0.77,0,0.83,0.67,0
F0623,0.76,0.87,0.46,0.75,0,0.27,0,0.37,0.72,0.45,0.78,0.24,0.42,0,0.54,0.33,0.71,0.7,0.14,0,0.43,0.86,0.83,0.7,0.83,0.97,0.03,0.39,0,0.03,0.37,0,0,0.57,0,0.53,0,0.91,0,0,0.11,0.94,0.1,0.83,0.35,0.35,0.57,0.13,0.65,0.48,0.33,0.94,0.32,0.01,0.07,0,0,0.2,0.64,0
F0624,0.89,0.67,0.15,0,0.25,0,0.23,0.82,0,0.48,0,0,0,0.19,0.64,0.3,0.36,0.21,0,0,0,0.05,0.97,0,0,0.32,0.71,0.87,0.77,0.1,0.35,0.77,0.63,0.53,0.67,0.94,0.18,0.7,0.28,0.43,0.57,0.7,0,0.38,0,0,0.4,0.36,0.97,0,0,0.29,0.85,0.7,0.41,0,0,0,0.88,0
F0625,0.41,0.92,0,0.35,0.56,0,0,0.26,0.5,0,0.75,0,0,0.51,0.51,0.68,0.15,0.9,0.63,0,0.51,0.03,0,0.27,0.15,0,0,0,0.73,0,0.28,0,0.44,0.88,0.37,0,0,0,0.85,0,0.43,0.59,0.88,0.34,0,0.15,0,0,0.52,0.06,0,0.09,0.01,0.27,0,0.19,0.78,0.14,0.49,0.09
