"sampling_area","month","region","habitat","season","sex","class","unique_id","species","prey_1","prey_2","prey_3","prey_4","prey_5","prey_6","prey_7","prey_8","prey_9","prey_10","prey_11","prey_12","prey_13","prey_14","prey_15","prey_16","prey_17","prey_18","prey_19","prey_20","prey_21","prey_22","prey_23","prey_24","prey_25","prey_26","prey_27","prey_28","prey_29","prey_30","prey_31","prey_32","prey_33","prey_34","prey_35","prey_36","prey_37","prey_38","prey_39","prey_40","prey_41","prey_42","prey_43","prey_44","prey_45","prey_46","prey_47","prey_48","prey_49","prey_50","prey_51","prey_52","prey_53","prey_54","prey_55","prey_56","prey_57","prey_58","prey_59","prey_60"
"Area_07","octobre","montain","marine","Summer","M","H-1","F0586","Hoplias_malabaricus",0,0,0.03,0,0.79,0,0.68,0.11,0,0,0.18,0.3,0,0,0.32,0,0.74,0.22,0.04,0.91,0,0.32,0,0.96,0.52,0.43,0.2,0.38,0.74,0.9,0,0.27,0.55,0.3,0.56,0.46,0.03,0,0.68,0,0.69,0.66,0.16,0.77,0,0.67,0,0.8,0.41,0.74,0,0,0.29,0,0,0.77,0,0.06,0,0.26
"Area_05","septembre","montain","river","Spring","M","H-1","F0587","Cichla_ocellaris",0.39,0,0.31,0.89,0,0.9,0.9,0.21,0.55,0.51,0.66,0.8,0,0.85,0,0,0.36,0.65,0.15,0.72,0,0,0,0.57,0,0,0.19,0.48,0,0,0,0.81,0.96,0,0,0,0.95,0.83,0.82,0,0.97,0,0,0,0.76,0,0,0,0.79,0.89,0,0.8,0.06,0,0.24,0.5,0,0,0.62,0
"Area_06","novembre","valley","estuary","Spring","M","K-4","F0588","Pimelodus_maculatus",0,0.61,0.47,0,0,0.55,0,0,0.48,0.14,0.07,0,0.1,0.67,0,0.99,0.33,0,0.74,0.71,0.57,0.57,0.54,0.76,0.67,0,0,0.22,0.85,0.04,0.57,0.06,0.93,0,0,0.73,0.25,0.82,0.05,0.68,0.95,0.08,0,0.68,0.11,0.95,0,0.63,0.61,0,0.43,0.3,0.02,0.41,0.52,0.31,0.94,0.3,0.07,0
"Area_06","janvier","valley","marine","Summer","F","H-1","F0589","Pimelodus_maculatus",0.88,0.79,0,0.32,0.1,0.31,0.71,0.73,0.53,0,0.4,0.77,0.24,0,0,0.28,0.36,0.19,0.5,0.69,0.27,0,0.55,0.83,0,0,0.62,0.03,0,0,0,0.27,0.46,0.63,0,0.99,0,0.96,0.89,0.73,0.72,0.42,0.93,0.11,0.5,0.7,0.68,0.5,0.6,0,0,0.86,0.68,0.04,0.14,0.26,0.27,0.07,0,0.89
"Area_07","fevrier","pothole","river","Winter","M","H-1","F0590","Prochilodus_lineatus",0.35,0.02,0.96,1,0.36,0.92,0,0,0.33,0,0.57,0.36,0.96,0,0.8,0.99,0.35,0,0.88,0.34,0,0.85,0,0.27,0.68,0.28,0,0.33,0.21,0.59,0.81,0.37,0.48,0.99,0.76,0.46,0.45,0,0.79,0.38,0.79,0.21,0,0,0.28,0.17,0.71,0.2,0.2,0,0.06,0,1,0.89,0.83,0,0.45,0.15,0.29,0.3
"Area_07","novembre","montain","river","Autumn","M","M-6","F0591","Rhamdia_quelen",0.49,0,0.93,0.91,0.31,0.31,0.05,0,0.33,0.29,0,0,0,0.03,0,0.54,0.06,0.64,0,0.76,0.51,0,0.96,0.8,0,0.76,0.18,0.04,0,0.91,0,0,0,0,0,0,0.09,0.18,0,0.46,0,0.81,0.92,0.51,0.53,0,0,0.05,0.7,0.02,0.08,0.19,0.43,0,0.11,0.34,0.63,0,0.65,0.08
"Area_08","septembre","pothole","lake","Autumn","M","L-5","F0592","Leporinus_friderici",0.4,0.37,0,0,0,0,0.04,0.04,0,0,0,0.32,0.28,0,0.26,0,0.71,0,0.92,0.97,0.17,0.1,0,0.88,0.79,0.17,0.89,0.87,0.83,0.72,0.2,0.17,0,0.44,0,0,0,0.25,0.86,0,0.64,0.8,0,0.25,0,0.44,0,0,0.14,0.16,0,0.41,0,0.05,0,0.32,0.11,0.91,0,0
"Area_03","janvier","plains","estuary","Autumn","F","M-6","F0593","Prochilodus_lineatus",0,0.44,0.73,0.61,0,0.98,0.65,0.04,0.17,0.7,0.46,0,0,0.75,0,0.67,0,0.98,0.29,0.75,0.77,0.08,0,0,0,0.21,0.89,0,0.83,0,0,0.89,0.38,0.87,0.55,0,0.29,0.5,0,0.75,0.17,0.17,0.67,0.43,0.99,0.61,0.26,0.04,0,0.25,0.69,0.05,0,0.02,0.3,0.16,0.4,0.87,0.34,0.39
"Area_08","fevrier","pothole","marine","Summer","F","H-1","F0594","Prochilodus_lineatus",0.86,0.8,0.08,0.36,0.8,0.52,0,0.64,0,0.07,0,0.85,0.67,0,0.81,0,0,0,0,0,0.59,0,0,0,0,0.83,0,0.71,0,0,0.54,0,0,0.6,0,0.15,0.39,0.03,0.79,0.55,0.51,0,0.67,0.7,0,0,0,0.76,0,0.51,0.05,0.1,0.04,0.25,0,0.36,0,0,0,0.84
"Area_07","avril","plains","estuary","Autumn","F","L-5","F0595","Astyanax_fasciatus",0,0,0.03,0.85,0,0.94,0,0.22,0,0,0.53,0.6,0.39,0,0.68,0,0,0.03,0.62,0,0.74,0,0.66,0,0,0,0.16,0,0,0.55,0,0.26,0,0,0.84,0.29,0,0.92,0.3,0,0.49,0.19,0,0.93,0.02,0,0,0,0.33,0,0,0.96,0,0,0,0.45,0.14,0.36,0.69,0
"Area_02","aout","pothole","lake","Summer","M","M-6","F0596","Cichla_ocellaris",0,0.85,0,0.57,0.13,0,0.32,0,0.15,0,0,0.3,0.98,0.73,0.98,0.61,0,0,0,0.67,0.66,0,0.96,0.71,0.04,0,0,0.98,0.33,0.95,0.16,0,0,0.72,0,0.32,0,0.72,0.32,0,0.66,0.72,0.15,0,0.22,0.81,0,0.53,0,0.58,0,0,0.51,0.3,0,0,0.48,0.13,0.61,0.56
"Area_05","aout","valley","slow-stream","Winter","F","N-7","F0597","Astyanax_fasciatus",0,0.12,0.65,0.86,0,0,0,0.65,0,0.22,0,0.2,0.73,0,0,0.05,0,0.25,0.15,0.55,0.17,0,0,0.7,0,0.42,0,0.79,0.48,0,0.88,0.92,0.71,0.72,0.27,0,0.23,0.03,0.44,0.86,0,0.49,0.98,0,0,0,0.52,0,0,0,0,0.93,0.34,0,0.9,0.53,0,0,0,0.77
"Area_07","mai","plains","marine","Autumn","F","I-2","F0598","Hoplias_malabaricus",0,0,0.03,0.79,0.44,0,0,0.72,0,0.34,0.04,0,0.7,0,0,0,0,0.74,0.47,0.26,0.2,0.91,0.23,0,0,0.07,0,0.96,0.47,0.2,0,0.81,0,0.12,0.98,0.69,0.98,0.99,0.81,0.53,0,0.72,0.21,0,0,0,0,0.1,0.77,0,0.74,0.88,0.93,0,0.71,0.26,0.33,0.5,0.93,0.3
"Area_04","septembre","valley","lake","Autumn","M","M-6","F0599","Prochilodus_lineatus",0.85,0,0.96,0.57,0,0,0.86,0.76,0,0.88,0.88,0,0.7,0.41,0.15,0.67,0,0.07,0,0.69,0.01,0,0.66,0,0.94,0.83,0,0,0,0.31,0,0.54,0.03,0,0.42,0,0.74,0,0.67,0.06,0.44,0.2,0.77,0.98,0.2,0,0,0.53,0,0.55,0.06,0.04,0,0.35,0.42,0,0,0.06,0.41,0.78
"Area_08","octobre","montain","fast-stream","Autumn","F","K-4","F0600","Rhamdia_quelen",0,0,0,0.68,0,0.11,0.44,0,0.72,0,0.44,0.1,0.26,0.49,0.72,0,0,0.64,0.73,0,0,0,0.13,0.76,0.03,0.08,0.29,0.31,0.05,0,0.71,0,0.29,0.44,0.5,0.67,0.65,0.08,0,0,0,0.24,0.49,0.06,0.54,0.94,0.11,0.55,0,0.06,0.97,0.57,0.06,0,0.41,0.1,0.79,0.47,0.62,0.1
"Area_04","janvier","plains","river","Spring","F","H-1","F0601","Astyanax_fasciatus",0,0,0.71,0.33,0,0.17,0.99,0.58,0.84,0.39,0,0.34,0,0.04,0,0.81,0,0,0.42,0.4,0.32,0.1,0.43,0.36,0,0,0,0.9,0.84,0.45,0,0.7,0.62,0,0.99,0.87,0.11,0.69,0.28,0.23,0.35,0.89,0.35,0.28,0.81,0.89,0,0,0,0.37,0,0.67,0.11,0.78,0.94,0,0.64,0.41,0,0
"Area_06","avril","pothole","sky","Autumn","M","K-4","F0602","Pimelodus_maculatus",0,0,0.96,0.5,0,0.29,0,0,0.33,0.14,0,0.82,0.76,0,0.11,0,0,0.55,0,0.63,0,0,0.3,0.13,0.04,0.04,0,0.22,0.75,0.94,0.74,0.01,0.14,0.49,0,0.53,0.94,0.24,0,0,0.79,0.16,0.13,0,0,0.28,0,0,0.93,0.69,0.18,0.9,0,0.39,0.95,0.11,0,0.29,0,0.3
"Area_08","juillet","pothole","estuary","Winter","F","K-4","F0603","Pimelodus_maculatus",0,0.58,0,0.07,0.42,0.14,0,0,0.56,0.78,0,0,0.2,0.5,0.74,0.78,0.73,0.37,0,0.46,0.52,0.91,0.82,0.29,0.04,0.72,0,0.6,0.13,0.59,0.09,0.23,0.06,0.89,0,0.03,0,0,0.08,0,0,0.14,0.82,0.98,0,0.33,0.86,0.26,0,0,0.09,0.81,0,0,0.45,0.46,0.09,0.68,0.38,0.87
"Area_01","juin","plains","fast-stream","Autumn","M","H-1","F0604","Geophagus_brasiliensis",0.93,0,0.8,0.58,0.94,0.24,0,0.67,0,0,0.49,0.57,0.52,0.37,0.48,0,0.36,0,0.77,0,0.75,0.25,0.43,0.46,0,0,0.87,0.8,0,0,0,0.73,0.43,0.33,0.85,0,0,0.29,0,0,0.44,0,0.26,0.11,0.52,0.55,0.79,0.59,0.69,0,0.55,0.97,0.8,0.84,0.84,0,0.91,0.46,0,0
"Area_03","decembre","pothole","estuary","Spring","F","H-1","F0605","Prochilodus_lineatus",0,0.74,0,0,0.79,0,0,0.05,0.51,0.93,0.54,0.51,0.72,0.91,0,0.5,0.42,0,0.79,0.7,0.6,0.26,0,0.03,0.8,0.34,0.99,0.08,0.02,0.83,0,0.65,0,0,0.28,0.17,0.86,0.11,0.3,0.38,0,0.03,0.02,0,0.4,0.8,0,0.9,0.89,0,0.09,0.85,0,0.64,0.64,0.22,0,0.18,0.64,0.39
"Area_03","novembre","montain","lake","Winter","M","N-7","F0606","Geophagus_brasiliensis",0,0,0,0,0.21,0.68,0,0.95,0,0,0.51,0,0,0.48,0.69,0.02,0.33,0,0.37,0,0.79,0.48,0,0.81,0,0.38,0,0,0,0,0.75,0.23,0.79,0.14,0.84,0.76,0.66,0.82,0,0.73,0,0,0,0,0.67,0.33,0,0.65,0.99,0.48,0,0.97,0.11,0,0.99,0.82,0,0.99,0.72,0.89
"Area_03","fevrier","valley","fast-stream","Autumn","F","L-5","F0607","Pimelodus_maculatus",0,0,0,0.61,0.2,0.68,0.9,0,0.09,0.35,0.12,0,0.24,0.95,0.8,0.7,0.55,0.36,0,0,0.58,0.84,0,0.16,0.67,0.95,0,0.71,0.88,0,0,0,0.39,0,0.65,0.48,0.94,0.05,0.9,0.36,0,0,0.65,0,0,0,0.74,0,0,0,0,0.25,0.76,0.28,0.17,0.6,0,0.2,0.44,0.7
"Area_06","decembre","plains","river","Winter","F","L-5","F0608","Rhamdia_quelen",0.67,0.19,0.35,0,0.45,0,0,0.21,0.43,0.88,0.85,0.34,0.04,0,0.19,0.82,0.66,0.41,0.38,0,0,0,0.6,0,0.39,0.79,0.95,0,0.08,0.1,0.35,0,0.29,0.64,0.49,0.23,0,0.79,0,0.11,0.93,0,0,0,0,0.33,0.51,0.28,0.4,0.62,0.77,0.53,0.34,0.1,0,0,0.68,0.44,0,0.54
"Area_05","juillet","valley","sky","Autumn","M","M-6","F0609","Hoplias_malabaricus",0.47,0.38,0.43,0.78,0.29,0,0,0,0.41,0,0.31,0,0.95,0.78,0.5,0,0,0.65,0.34,0,0.76,0.84,0.28,0.16,0.23,0.04,0,0.54,0.35,0.33,0.8,0,0,0,0.52,0,0.21,0.04,0.06,0.7,0,0.11,0,0,0.89,0.03,0.36,0.25,0.06,0,0.84,0.9,0,0.08,0.49,0,0.5,0,0.04,0.15
"Area_02","mars","valley","fast-stream","Autumn","F","L-5","F0610","Leporinus_friderici",0.11,0,0,0.41,0.07,0,0.26,0,0.37,0.21,0,0,0.98,0.68,0,0,0,0,0.86,0,0,0,0,0.77,0.18,0,0,0.38,0,0,0.53,0,0.97,0,0.68,0,0.91,0,0.42,0.93,0,0,0.84,0,0.31,0.73,0.78,0.02,0,0.71,0.23,0.57,0.55,0,0.69,0.7,0,0,0,0.89
"Area_07","novembre","pothole","estuary","Spring","F","L-5","F0611","Astyanax_fasciatus",0.33,0.56,0,0.13,0,0.25,0,0.73,0,0.4,0.21,0,0.78,0.3,0.27,0.37,0.28,0.88,0.75,0,0.04,0.6,0.77,0.97,0.43,0.32,0,0.4,0.17,0.12,0.24,0,0.26,0.3,0.88,0,0.84,0,0.34,0.95,0.34,0.91,0,0.15,0.14,0,0.3,0.21,0,0.01,0,0.51,0,0.75,0.18,0.25,0.55,0.52,0.06,0.75
"Area_05","fevrier","montain","fast-stream","Autumn","M","I-2","F0612","Geophagus_brasiliensis",0,0.53,0.13,0,0.27,0,0,0.92,0,0.22,0.9,0,0.26,0.74,0.33,0,0.48,0,0,0.1,0.76,0,0,0.44,0,0.18,0,0,0.63,0.73,0.76,0.55,0.95,0.67,0,0,0,0.96,0.16,0,0,0.11,0.25,0.35,0,0.76,0,0.15,0.69,0,0.34,0,0,0.32,0,0.78,0,0,0.43,0.79
"Area_02","janvier","pothole","river","Autumn","F","H-1","F0613","Pimelodus_maculatus",0.94,0.48,0.88,0.48,0.53,0.32,0.96,0,0,0,0,0.25,0,0.46,0.58,0,0.3,0.3,0,0.67,0,0.04,0.5,0.83,0,0,0.48,0,0.55,0.62,0,0.32,0.94,0.57,0.29,0.97,0.95,0.73,0,0,0.39,0,0,0.22,0,0.57,0.92,0,0,0.35,0.61,0,0,0.63,0.72,0,0.98,0,0.68,0.82
"Area_01","juin","plains","estuary","Autumn","F","N-7","F0614","Pimelodus_maculatus",0.29,0.66,0,0,0.44,0.02,0.11,0.73,0.6,0.57,0.62,0.68,0.47,0.81,0,0.36,0,0.51,0.67,0,0,0.16,0.74,0.5,0.07,0,0.22,0.22,0,0.91,0,0.17,0.11,0.88,0.65,0.42,0.69,0.06,0,0,0.59,0.49,0.71,0.05,0.5,0,0.16,0.17,0,0.57,0.85,0.06,0.11,0.7,0,0.75,0.83,0.14,0.27,0
"Area_06","juin","plains","river","Winter","F","M-6","F0615","Prochilodus_lineatus",0.15,0.17,0.73,0,0.09,0.4,0.14,0.08,0.37,0,0,0.88,0.06,0.13,0.08,0.24,0.89,0,0.55,0.11,0.12,0.76,0,0.91,0,0,0,0.48,0.65,0,0.13,0.53,0.69,0,0,0.19,0.67,0.79,0.39,0,0,0,0.33,0,0,0.47,0.37,0.74,0,0.71,0.24,0,0.24,0,0.57,0.66,0,0.04,0.38,0
"Area_06","avril","montain","river","Summer","M","J-3","F0616","Rhamdia_quelen",0.21,0.66,0.21,0.74,0.35,0,0.54,0.58,0.77,0.37,0,0.69,0,0.35,0.06,0.13,0,0.78,0.48,0.1,0,0,0,0.43,0.37,0,0.43,0.97,0.99,0.4,0,0.25,0,0,0,0.17,0,0.47,0,0.1,0,0.35,0,0,0.22,0.25,0,0.21,0,0.03,0.31,0.01,0.12,0,0,0.9,0.51,0,0,0
"Area_04","mai","montain","estuary","Winter","M","H-1","F0617","Geophagus_brasiliensis",0,0,0.89,0,0.04,0,0,0,0.32,0.21,0.83,0,0.14,0.99,0,0,0.98,0.38,0.78,0.8,0,0.51,0,0,0,0,0.24,0.61,0,0.69,0.77,0,0.82,0.26,0,0.19,0,0.03,0.69,0,0,0,0.04,0.64,0,0.81,0.6,0,0.05,0,0,0.54,0.83,0.45,0.78,0.95,0,0.47,0.45,0
"Area_07","mai","plains","estuary","Spring","M","I-2","F0618","Astyanax_fasciatus",0.59,0,0,0.14,0.28,0,0.45,0,0.7,0,0,0,0.28,0.21,0.43,0.15,0.83,0.35,0.8,0,0.35,0.66,0,0.19,0,0.67,0,0.5,0.2,0.81,0.65,0,0.37,0.92,0.08,0.7,0,0.32,0.7,0,0,0.36,0.99,0.79,0.67,0,0.97,0,0.81,0.05,0.05,0,0.81,0.02,0.77,0.36,0,0,0.96,0.14
"Area_06","octobre","pothole","estuary","Winter","F","N-7","F0619","Prochilodus_lineatus",0.65,0.15,0,0,0,0.49,0,0.72,0.45,0,0.35,0.6,0.03,0.1,0,0.56,0,0.08,0,0,0.05,0.61,0.33,0.45,0.84,0.02,0.8,0.79,0.99,0,0,0.17,0.4,0.28,0.8,0.83,0.37,0.87,0.47,0,0.75,0.36,0.41,0.57,0,0,0.71,0.52,0.61,0,0,0.36,0.48,0.91,0,0.72,0.23,0.62,0.92,0.64
"Area_06","aout","valley","lake","Summer","F","J-3","F0620","Leporinus_friderici",0.38,0.96,0.21,0,0.64,0.18,0.85,0.12,0.27,0,0.59,0.59,0.88,0.49,0.16,0.72,0,0,0.63,0.25,0,0.89,0.37,0.5,0,0.96,0.13,0,0,0,0,0.43,0.14,0.45,0,0.19,0.07,0,0,0.3,0.58,0.65,0,0,0,0,0.47,0.52,0.22,0,0,0.78,0.72,0,0.28,0.9,0.85,0.98,0.86,0.33
"Area_06","juin","valley","lake","Winter","M","L-5","F0621","Prochilodus_lineatus",0.37,0.03,0,0,0,0,0,0.27,0,0.28,0,0.34,0.63,0,0,0.25,0.72,0.96,0.14,0.13,0.28,0.36,0.81,0.25,0.25,0,0.74,0.89,0.44,0.18,0.18,0.52,0,0.53,0.39,0.28,0,0.46,0.47,0.49,0.68,0.76,0.44,0,0,0.91,0.94,0.04,0,0.74,0.18,0.53,0.21,0.36,0.32,0.93,0,0,0.82,0.93
"Area_02","octobre","valley","fast-stream","Winter","M","H-1","F0622","Astyanax_fasciatus",0.62,0.1,0.85,0.9,0.48,0,0,0.26,0,0,0,0.14,0.61,0,0.29,0.89,0.02,0.04,0.09,0.64,0.4,0.22,0.77,0.3,0.49,0,0.02,0,0.39,0.98,0.86,0.29,0.19,0.54,0.96,0.9,0,0,1,0.38,0.1,0,0,0.1,0.54,0.74,0,0.14,0.53,0.66,0,0.47,0.65,0.52,0.1,0.77,0,0.83,0.67,0
"Area_02","juillet","pothole","lake","Winter","F","K-4","F0623","Prochilodus_lineatus",0.76,0.87,0.46,0.75,0,0.27,0,0.37,0.72,0.45,0.78,0.24,0.42,0,0.54,0.33,0.71,0.7,0.14,0,0.43,0.86,0.83,0.7,0.83,0.97,0.03,0.39,0,0.03,0.37,0,0,0.57,0,0.53,0,0.91,0,0,0.11,0.94,0.1,0.83,0.35,0.35,0.57,0.13,0.65,0.48,0.33,0.94,0.32,0.01,0.07,0,0,0.2,0.64,0
"Area_08","mars","plains","river","Spring","M","J-3","F0624","Cichla_ocellaris",0.89,0.67,0.15,0,0.25,0,0.23,0.82,0,0.48,0,0,0,0.19,0.64,0.3,0.36,0.21,0,0,0,0.05,0.97,0,0,0.32,0.71,0.87,0.77,0.1,0.35,0.77,0.63,0.53,0.67,0.94,0.18,0.7,0.28,0.43,0.57,0.7,0,0.38,0,0,0.4,0.36,0.97,0,0,0.29,0.85,0.7,0.41,0,0,0,0.88,0
"Area_08","janvier","plains","fast-stream","Summer","M","I-2","F0625","Rhamdia_quelen",0.41,0.92,0,0.35,0.56,0,0,0.26,0.5,0,0.75,0,0,0.51,0.51,0.68,0.15,0.9,0.63,0,0.51,0.03,0,0.27,0.15,0,0,0,0.73,0,0.28,0,0.44,0.88,0.37,0,0,0,0.85,0,0.43,0.59,0.88,0.34,0,0.15,0,0,0.52,0.06,0,0.09,0.01,0.27,0,0.19,0.78,0.14,0.49,0.09
"Area_03","fevrier","valley","river","Summer","F","I-2","F0626","Astyanax_fasciatus",0.88,0,0,0.07,0,0.12,0.84,0,0,0,0,0.77,0.56,0.9,0.77,0,0.94,0.57,0,0.52,0,0.93,0,0.77,0,0,0.74,0,0.68,0,0.43,0.8,0,0,0,0.14,0.82,0.23,0,0.19,0.17,0.1,0.91,0.66,0.04,0.33,0,0,0.64,0,0,0.23,0.13,0,0.93,0.51,0.04,0.15,0.27,0
"Area_05","octobre","pothole","slow-stream","Summer","M","H-1","F0627","Rhamdia_quelen",0,0,0.43,0.44,0,0,0.96,0.92,0.78,0.1,0,0.3,0,0.72,0.3,0.5,0.32,0,0.98,0,0.87,0.45,0,0.99,0.37,0.78,0.42,0.01,0.29,0,0.84,0,0.9,0.77,1,0,0.34,0,0.22,0.07,0,0,0,0,0.33,0.8,0,0.29,0.54,0.17,0,0,0.57,0.64,0,0.54,0.14,0.77,0.19,0
"Area_01","mai","montain","fast-stream","Autumn","M","I-2","F0628","Rhamdia_quelen",0.03,0.92,0.02,0.62,0.76,0,0.17,0,0,0.68,0.81,0,1,0.16,0,0,0.27,0.63,0,0,0.57,0.54,0.61,0.38,0.6,0,0.12,0.02,0.22,0.13,0.34,0.56,0.77,0,0.14,0.25,0.04,0.11,0.56,0,0.11,0.42,0,0,0.94,0,0.29,0.84,0.03,0,0,0.91,0.94,0,0,0.69,0.61,0,0.54,0.14
"Area_07","mai","valley","estuary","Autumn","F","H-1","F0629","Cichla_ocellaris",0.56,0.17,0.6,0,0.03,0,0.52,0.51,0.2,0,0,0,0.84,0.31,0,0.12,0,0,0,0.02,0.96,0,0.22,0,0.76,0.32,0,0.14,0.18,0.53,0,0.42,0,0,0.9,0.15,0.21,0,0,0,0.27,0,0,0.94,0,0.38,0,0.94,0,0,0.4,0.57,0,0.17,0.76,0,0.54,0,0.69,0
"Area_03","juillet","montain","river","Winter","M","J-3","F0630","Prochilodus_lineatus",0,0.76,0.71,0.6,0,0,0,0.24,0,0.62,0.36,0.38,0,0.73,0,0,0.77,0.47,0.5,0.92,0.99,0,0,0.28,0,0.07,0,0,0.22,0.32,0.01,0.9,0.87,0.93,0.38,0,0,0.25,0.4,0.64,0.16,0.39,0.36,0,0.96,0.16,0,0.54,0,0.67,0,0,0.02,0.97,0.22,0,0.11,0.75,0,0
"Area_07","janvier","valley","marine","Spring","M","J-3","F0631","Rhamdia_quelen",0.5,0.62,0,0,0.33,0.07,0.1,0.14,0.96,0.65,0,0.52,0.43,0.38,0.42,0,0.79,0,0,0.83,0,0,0,0.78,0,0.9,0.82,0,0.92,0.73,0.07,0.69,0,0.25,0.61,0.86,0,0.91,0,0.65,0.71,0.33,0.68,0,0.29,0.63,0.13,0.58,0,0,0,0.72,0.49,0.36,0.06,0.66,0.08,0.33,0,0.13
"Area_08","janvier","valley","estuary","Autumn","M","J-3","F0632","Prochilodus_lineatus",0.69,0,0.54,0,0.8,0.8,0.85,0,0.83,0.03,0,0.56,0.74,0.07,0.94,0,0,0,0,0.88,0.53,0.14,0.36,0.3,0.13,0.24,0.18,0.58,0.02,0.13,0,0.91,0.51,0,0.99,0.6,0.11,0.86,0,0.15,0.11,0.81,0.61,0,0.42,0.39,0,0.19,0.37,0.21,0.74,0.77,0.77,0,0.47,0,0,0.44,0.72,0.43
"Area_03","octobre","valley","river","Winter","M","H-1","F0633","Rhamdia_quelen",0.64,0,0,0.93,0.91,0.29,0,0.91,0.27,0,0.18,0,0.77,0.62,0,0,0,0.71,0.56,0.92,0,0.64,0,0,0.55,0.67,0.36,0.65,0.36,0.52,0.11,0.68,0,0,0.84,0,0,0.32,0.75,0,0.67,0,0,0,0.08,0.51,0.95,0,0.37,0.14,0.84,0.77,0,0.81,0.71,0.95,0.22,0.82,0.02,0
"Area_02","fevrier","pothole","slow-stream","Spring","M","M-6","F0634","Geophagus_brasiliensis",0,0.12,0,0.73,0.47,0.32,0,0,0.51,0.08,0.07,0.29,0,0,0,0.51,0,0.74,0.43,0.68,0.92,0.21,0,0,0.99,0.56,0.23,0,0.67,0.06,0.92,0.87,0.44,0,0.72,0.3,0.49,0.02,0,0,0.42,0.17,0.37,0.97,0.32,0,0.55,0.8,0.94,0.74,0.45,0.62,0,0.84,0.74,0.65,0.8,0,0.82,0.96
"Area_05","fevrier","pothole","slow-stream","Autumn","M","L-5","F0635","Cichla_ocellaris",0,0.51,0,0,0,0.49,0.98,0,0.16,0.73,0,0,0.97,0,0.56,0.2,0.96,0.31,0.56,0,0,0,0,0.64,0.74,0.06,0.9,0,0,0.18,0,0.57,0.55,0,0.88,0.26,0.81,0.54,0.15,0.99,0.54,0.92,0.66,0,0.69,0.81,0.72,0,0.06,0.17,0.58,0.35,0.4,0,0.29,0.79,0,0.76,0.36,0.29
"Area_01","novembre","plains","sky","Autumn","F","L-5","F0636","Rhamdia_quelen",0,0.54,0.82,0.03,0.66,0.93,0,0.73,0.04,0,0.33,0.03,0.29,0.96,0.37,0.3,0,0.05,0.42,0.91,0,0.31,0.84,0,0.76,0.97,0,0.88,0.19,0,0,0,0,0,0.14,0.43,0,0.85,0.94,0.64,0.18,0.51,0.71,0.29,0.87,0.38,0.34,0.35,0.35,0.02,0,0.62,0.93,0,0.76,0.75,0.7,0.29,0.97,0.43
"Area_07","novembre","pothole","fast-stream","Winter","F","M-6","F0637","Astyanax_fasciatus",0.54,0.42,0.81,0.28,0.79,0,0.21,0,0,0.61,0,0.67,0,0.83,0.84,0.96,0.97,0,0.27,0.19,0.16,0.93,0.59,0,0,0.31,0,0.92,0.48,0.84,0.75,0.41,0.53,0.25,0.48,0.47,0.16,0,0,0.52,0,0.8,0.49,0,0.12,0,0.71,0,0.02,0.03,0,0,0.66,0.03,0.47,0,0,0.36,0.47,0
"Area_06","mai","montain","fast-stream","Spring","F","N-7","F0638","Cichla_ocellaris",0,0.95,0,0.23,0,0,0.91,0,1,0,0.57,0.37,0.86,0.38,0.58,0.51,0.78,0,0,0.3,0.09,0,0.02,0.68,0.75,0.49,0.54,0,0.33,0,0.46,0.03,0.47,0.54,0.81,0.32,0,0.5,0,0.38,0.6,0.82,0.85,0,0.91,0.88,0.11,0.88,0.72,0.33,0,0.29,0.63,0.98,0,0.49,0,0.87,0.23,0
"Area_08","janvier","pothole","slow-stream","Winter","F","L-5","F0639","Prochilodus_lineatus",0.21,0,0,0,0.87,0.8,0,0,0.01,0,0.88,0.6,0,0,0.39,0.94,0,0.6,0.5,0.17,0.3,0.36,0.81,0.8,0,0,0.69,0.56,0.85,0,0.96,0.67,0.38,0.72,0,0,0,0.04,0,0,0.73,0,0.74,0.05,0.37,0,0.45,0.18,0.09,0.07,0.64,0.39,0.99,0.17,0,0.93,0.52,0.55,0,0.13
"Area_04","mars","montain","slow-stream","Spring","M","N-7","F0640","Pimelodus_maculatus",0,0.2,0.72,0,0.49,0.58,0.09,0.71,0,0,0.84,0.63,0.98,0.34,0,0.18,0,0,0.77,0.18,0.18,0.99,0.07,0,0.09,0.38,0,0,0.03,0.94,0.8,0.16,0.43,0.3,0.95,0,0.15,0.46,0,0.47,0,0,0.77,0,0.61,0.11,0.33,0.61,0,0.39,0.48,0.14,0,0.78,0,0.85,0.01,0.2,0.9,0
"Area_06","octobre","pothole","estuary","Spring","M","I-2","F0641","Prochilodus_lineatus",0.16,0,0.87,0.2,0,0,0.71,0.29,0,0.35,0.99,0,0.05,0.18,0,0.24,0.57,0.6,0.28,0.67,0.88,0.87,0.06,0,0,0.14,0.08,0.39,0.41,0,0.68,0.1,0.7,0.17,0.73,0,0.88,0.39,0,0,0,0.84,0.52,0,0.57,0.31,0.62,0,0.52,0,0.13,1,0.11,0.44,0.95,0.21,0.4,0.84,0.6,0.06
