"","scenario_name","prey_item","stomachs_with_prey","total_stomachs","frequency_occurrence","total_volume_item","total_volume_all","volume_percentage","fo_times_v","iai"
"2227","sampling_area=Area_05__season=Summer__sex=M","prey_23",14,18,77.7777777777778,7.73,352.83,2.19085678655443,170.399972287567,2.57640902576409
"2228","sampling_area=Area_05__season=Summer__sex=M","prey_17",13,18,72.2222222222222,7.89,352.83,2.23620440438738,161.503651427978,2.44189866727613
"2229","sampling_area=Area_05__season=Summer__sex=M","prey_22",14,18,77.7777777777778,7.32,352.83,2.0746535158575,161.36194012225,2.43975602439756
"2230","sampling_area=Area_05__season=Summer__sex=M","prey_30",14,18,77.7777777777778,7.04,352.83,1.99529518464983,155.189625472765,2.34643202346432
"2231","sampling_area=Area_05__season=Summer__sex=M","prey_38",12,18,66.6666666666667,7.98,352.83,2.26171243941842,150.780829294561,2.27977202279772
"2232","sampling_area=Area_05__season=Summer__sex=M","prey_1",13,18,72.2222222222222,7.01,352.83,1.98679250630615,143.490569899889,2.16954495026688
"2233","sampling_area=Area_05__season=Summer__sex=M","prey_3",13,18,72.2222222222222,6.7,352.83,1.89893149675481,137.145052543403,2.07360216359316
"2234","sampling_area=Area_05__season=Summer__sex=M","prey_51",12,18,66.6666666666667,7.12,352.83,2.01796899356631,134.531266237754,2.03408230605511
"2235","sampling_area=Area_05__season=Summer__sex=M","prey_35",14,18,77.7777777777778,5.97,352.83,1.69203299039197,131.602565919376,1.98980101989801
"2236","sampling_area=Area_05__season=Summer__sex=M","prey_19",13,18,72.2222222222222,6.42,352.83,1.81957316554715,131.413617511738,1.98694416272658
"2237","sampling_area=Area_05__season=Summer__sex=M","prey_10",13,18,72.2222222222222,6.38,352.83,1.80823626108891,130.594841078643,1.97456444831707
"2238","sampling_area=Area_05__season=Summer__sex=M","prey_7",12,18,66.6666666666667,6.79,352.83,1.92443953178585,128.295968785723,1.93980601939806
"2239","sampling_area=Area_05__season=Summer__sex=M","prey_13",12,18,66.6666666666667,6.72,352.83,1.90459994898393,126.973329932262,1.91980801919808
"2240","sampling_area=Area_05__season=Summer__sex=M","prey_50",12,18,66.6666666666667,6.72,352.83,1.90459994898393,126.973329932262,1.91980801919808
"2241","sampling_area=Area_05__season=Summer__sex=M","prey_40",12,18,66.6666666666667,6.47,352.83,1.83374429611994,122.24961974133,1.84838658991244
"2242","sampling_area=Area_05__season=Summer__sex=M","prey_11",13,18,72.2222222222222,5.72,352.83,1.62117733752799,117.085029932577,1.77029916056013
"2243","sampling_area=Area_05__season=Summer__sex=M","prey_45",13,18,72.2222222222222,5.68,352.83,1.60984043306975,116.266253499482,1.75791944615062
"2244","sampling_area=Area_05__season=Summer__sex=M","prey_16",11,18,61.1111111111111,6.62,352.83,1.87625768783834,114.660192034565,1.7336361601935
"2245","sampling_area=Area_05__season=Summer__sex=M","prey_47",13,18,72.2222222222222,5.52,352.83,1.5644928152368,112.991147767102,1.70840058851258
"2246","sampling_area=Area_05__season=Summer__sex=M","prey_48",11,18,61.1111111111111,6.46,352.83,1.83091007000539,111.888948722551,1.69173558834593
"2247","sampling_area=Area_05__season=Summer__sex=M","prey_54",11,18,61.1111111111111,6.42,352.83,1.81957316554715,111.196137894548,1.68126044538403
"2248","sampling_area=Area_05__season=Summer__sex=M","prey_18",12,18,66.6666666666667,5.82,352.83,1.64951959867358,109.967973244905,1.66269087376977
"2249","sampling_area=Area_05__season=Summer__sex=M","prey_49",11,18,61.1111111111111,6.26,352.83,1.7742255477142,108.424894582534,1.63935987353646
"2250","sampling_area=Area_05__season=Summer__sex=M","prey_25",11,18,61.1111111111111,6.22,352.83,1.76288864325596,107.732083754531,1.62888473057456
"2251","sampling_area=Area_05__season=Summer__sex=M","prey_41",11,18,61.1111111111111,6.17,352.83,1.74871751268316,106.866070219527,1.61579080187219
"2252","sampling_area=Area_05__season=Summer__sex=M","prey_57",12,18,66.6666666666667,5.65,352.83,1.60133775472607,106.755850315071,1.61412430185553
"2253","sampling_area=Area_05__season=Summer__sex=M","prey_43",11,18,61.1111111111111,5.9,352.83,1.67219340759006,102.189597130504,1.54508358687941
"2254","sampling_area=Area_05__season=Summer__sex=M","prey_53",11,18,61.1111111111111,5.78,352.83,1.63818269421534,100.111164646493,1.51365815799372
"2255","sampling_area=Area_05__season=Summer__sex=M","prey_36",12,18,66.6666666666667,5.22,352.83,1.47946603180002,98.6310687866678,1.49127944348422
"2256","sampling_area=Area_05__season=Summer__sex=M","prey_59",13,18,72.2222222222222,4.65,352.83,1.31791514327013,95.1827603472872,1.4391418001057
"2257","sampling_area=Area_05__season=Summer__sex=M","prey_37",10,18,55.5555555555556,6.04,352.83,1.71187257319389,95.104031844105,1.43795144295094
"2258","sampling_area=Area_05__season=Summer__sex=M","prey_46",12,18,66.6666666666667,4.94,352.83,1.40010770059235,93.3405133728236,1.4112874426843
"2259","sampling_area=Area_05__season=Summer__sex=M","prey_12",11,18,61.1111111111111,5.33,352.83,1.51064251906017,92.3170428314549,1.39581279967241
"2260","sampling_area=Area_05__season=Summer__sex=M","prey_60",10,18,55.5555555555556,5.68,352.83,1.60984043306975,89.4355796149861,1.35224572780817
"2261","sampling_area=Area_05__season=Summer__sex=M","prey_9",12,18,66.6666666666667,4.71,352.83,1.33492049995749,88.9946999971658,1.34557972774151
"2262","sampling_area=Area_05__season=Summer__sex=M","prey_29",11,18,61.1111111111111,5.11,352.83,1.44828954453986,88.5065832774361,1.338199513382
"2263","sampling_area=Area_05__season=Summer__sex=M","prey_55",10,18,55.5555555555556,5.54,352.83,1.57016126746592,87.2311815258844,1.31891572747487
"2264","sampling_area=Area_05__season=Summer__sex=M","prey_31",12,18,66.6666666666667,4.49,352.83,1.27256752543718,84.8378350291453,1.28272886997015
"2265","sampling_area=Area_05__season=Summer__sex=M","prey_39",10,18,55.5555555555556,5.27,352.83,1.49363716237281,82.9798423540452,1.25463644111779
"2266","sampling_area=Area_05__season=Summer__sex=M","prey_58",9,18,50,5.8,352.83,1.64385114644446,82.1925573222232,1.24273286957019
"2267","sampling_area=Area_05__season=Summer__sex=M","prey_4",12,18,66.6666666666667,4.1,352.83,1.16203270696936,77.4688471312908,1.17131144028454
"2268","sampling_area=Area_05__season=Summer__sex=M","prey_24",12,18,66.6666666666667,3.83,352.83,1.08550860187626,72.3672401250839,1.09417629665605
"2269","sampling_area=Area_05__season=Summer__sex=M","prey_28",9,18,50,5.06,352.83,1.43411841396707,71.7059206983533,1.08417729655606
"2270","sampling_area=Area_05__season=Summer__sex=M","prey_2",9,18,50,4.95,352.83,1.40294192670691,70.1470963353456,1.0606082248918
"2271","sampling_area=Area_05__season=Summer__sex=M","prey_26",9,18,50,4.86,352.83,1.37743389167588,68.8716945837939,1.04132443898467
"2272","sampling_area=Area_05__season=Summer__sex=M","prey_32",11,18,61.1111111111111,3.95,352.83,1.11951931525097,68.4150692653371,1.03442036748706
"2273","sampling_area=Area_05__season=Summer__sex=M","prey_44",11,18,61.1111111111111,3.78,352.83,1.07133747130346,65.4706232463226,0.98990100989901
"2274","sampling_area=Area_05__season=Summer__sex=M","prey_5",9,18,50,4.45,352.83,1.26123062097894,63.0615310489471,0.953476080963332
"2275","sampling_area=Area_05__season=Summer__sex=M","prey_8",11,18,61.1111111111111,3.48,352.83,0.986310687866678,60.274542036297,0.911337437684803
"2276","sampling_area=Area_05__season=Summer__sex=M","prey_14",9,18,50,3.95,352.83,1.11951931525097,55.9759657625485,0.846343937034868
"2277","sampling_area=Area_05__season=Summer__sex=M","prey_6",10,18,55.5555555555556,3.53,352.83,1.00048181843948,55.5823232466375,0.840392151261064
"2278","sampling_area=Area_05__season=Summer__sex=M","prey_21",8,18,44.4444444444444,4.11,352.83,1.16486693308392,51.7718636926187,0.782778864970646
"2279","sampling_area=Area_05__season=Summer__sex=M","prey_20",8,18,44.4444444444444,3.52,352.83,0.997647592324916,44.3398929922185,0.670409149561234
"2280","sampling_area=Area_05__season=Summer__sex=M","prey_33",8,18,44.4444444444444,3.41,352.83,0.966471105064762,42.9542713362116,0.649458863637446
"2281","sampling_area=Area_05__season=Winter__sex=F","prey_38",18,20,90,10.33,405.78,2.54571442653655,229.114298388289,3.37144048665947
"2282","sampling_area=Area_05__season=Winter__sex=F","prey_35",17,20,85,10.26,405.78,2.52846369954162,214.919414461038,3.16256130839596
"2283","sampling_area=Area_05__season=Winter__sex=F","prey_26",16,20,80,9.85,405.78,2.42742372714279,194.193898171423,2.85758320263275
"2284","sampling_area=Area_05__season=Winter__sex=F","prey_13",15,20,75,9.29,405.78,2.2894179111834,171.706343338755,2.52667651831772
"2285","sampling_area=Area_05__season=Winter__sex=F","prey_30",15,20,75,9.2,405.78,2.26723840504707,170.04288037853,2.50219848961497
"2286","sampling_area=Area_05__season=Winter__sex=F","prey_28",16,20,80,8.55,405.78,2.10705308295135,168.564246636108,2.48044024187919
"2287","sampling_area=Area_05__season=Winter__sex=F","prey_10",16,20,80,8.32,405.78,2.05037212282518,164.029769826014,2.41371494882279
"2288","sampling_area=Area_05__season=Winter__sex=F","prey_31",15,20,75,8.84,405.78,2.17852038050175,163.389028537631,2.40428637480395
"2289","sampling_area=Area_05__season=Winter__sex=F","prey_17",15,20,75,8.67,405.78,2.13662575779979,160.246931834984,2.35805009836541
"2290","sampling_area=Area_05__season=Winter__sex=F","prey_2",14,20,70,9.14,405.78,2.25245206762285,157.671644733599,2.32015448355892
"2291","sampling_area=Area_05__season=Winter__sex=F","prey_52",15,20,75,8.42,405.78,2.07501601853221,155.626201389916,2.29005557419109
"2292","sampling_area=Area_05__season=Winter__sex=F","prey_41",16,20,80,7.64,405.78,1.88279363201735,150.623490561388,2.21644016935169
"2293","sampling_area=Area_05__season=Winter__sex=F","prey_45",14,20,70,8.43,405.78,2.07748040810291,145.423628567204,2.13992366481419
"2294","sampling_area=Area_05__season=Winter__sex=F","prey_42",15,20,75,7.8,405.78,1.9222238651486,144.166789886145,2.12142915423878
"2295","sampling_area=Area_05__season=Winter__sex=F","prey_37",14,20,70,8.35,405.78,2.05776529153729,144.04357040761,2.11961596692746
"2296","sampling_area=Area_05__season=Winter__sex=F","prey_18",15,20,75,7.74,405.78,1.90743752772438,143.057814579329,2.10511046843694
"2297","sampling_area=Area_05__season=Winter__sex=F","prey_22",16,20,80,7.21,405.78,1.77682488047711,142.145990438168,2.09169288233321
"2298","sampling_area=Area_05__season=Winter__sex=F","prey_44",14,20,70,8.08,405.78,1.9912267731283,139.385874118981,2.05107748655975
"2299","sampling_area=Area_05__season=Winter__sex=F","prey_29",15,20,75,7.54,405.78,1.85814973631032,139.361230223274,2.05071484909749
"2300","sampling_area=Area_05__season=Winter__sex=F","prey_49",13,20,65,8.64,405.78,2.12923258908768,138.400118290699,2.03657198806923
"2301","sampling_area=Area_05__season=Winter__sex=F","prey_51",16,20,80,6.88,405.78,1.6955000246439,135.640001971512,1.99595659229577
"2302","sampling_area=Area_05__season=Winter__sex=F","prey_43",15,20,75,7.28,405.78,1.79407560747203,134.555670560402,1.98000054395619
"2303","sampling_area=Area_05__season=Winter__sex=F","prey_9",13,20,65,7.75,405.78,1.90990191729509,124.143624624181,1.82678621615006
"2304","sampling_area=Area_05__season=Winter__sex=F","prey_5",13,20,65,7.59,405.78,1.87047168416383,121.580659470649,1.7890719200747
"2305","sampling_area=Area_05__season=Winter__sex=F","prey_19",14,20,70,6.9,405.78,1.7004288037853,119.030016264971,1.75153894273048
"2306","sampling_area=Area_05__season=Winter__sex=F","prey_11",13,20,65,7.43,405.78,1.83104145103258,119.017694317118,1.75135762399935
"2307","sampling_area=Area_05__season=Winter__sex=F","prey_15",13,20,65,7.07,405.78,1.74232342648726,113.251022721672,1.6665004578298
"2308","sampling_area=Area_05__season=Winter__sex=F","prey_36",13,20,65,7.03,405.78,1.73246586820445,112.610281433289,1.65707188381096
"2309","sampling_area=Area_05__season=Winter__sex=F","prey_34",15,20,75,6.05,405.78,1.49095569027552,111.821676770664,1.64546748501854
"2310","sampling_area=Area_05__season=Winter__sex=F","prey_20",13,20,65,6.9,405.78,1.7004288037853,110.527872246045,1.62642901824973
"2311","sampling_area=Area_05__season=Winter__sex=F","prey_25",14,20,70,6.26,405.78,1.54270787126029,107.98955098822,1.58907735963664
"2312","sampling_area=Area_05__season=Winter__sex=F","prey_24",13,20,65,6.59,405.78,1.6240327270935,105.562127261077,1.55335756960373
"2313","sampling_area=Area_05__season=Winter__sex=F","prey_55",13,20,65,6.5,405.78,1.60185322095717,104.120459362216,1.53214327806134
"2314","sampling_area=Area_05__season=Winter__sex=F","prey_7",12,20,60,6.7,405.78,1.65114101237124,99.0684607422741,1.45780259829742
"2315","sampling_area=Area_05__season=Winter__sex=F","prey_60",11,20,55,7.21,405.78,1.77682488047711,97.7253684262408,1.43803885660408
"2316","sampling_area=Area_05__season=Winter__sex=F","prey_16",13,20,65,6.06,405.78,1.49342007984622,97.0723051900044,1.42842896385411
"2317","sampling_area=Area_05__season=Winter__sex=F","prey_46",13,20,65,6.03,405.78,1.48602691113411,96.5917492237173,1.42135753333998
"2318","sampling_area=Area_05__season=Winter__sex=F","prey_21",13,20,65,5.92,405.78,1.45891862585638,94.8297106806644,1.39542895478817
"2319","sampling_area=Area_05__season=Winter__sex=F","prey_53",14,20,70,5.49,405.78,1.35294987431613,94.7064912021292,1.39361576747686
"2320","sampling_area=Area_05__season=Winter__sex=F","prey_23",12,20,60,6.39,405.78,1.57474493567943,94.4846961407659,1.39035203031649
"2321","sampling_area=Area_05__season=Winter__sex=F","prey_39",12,20,60,6.38,405.78,1.57228054610873,94.3368327665237,1.38817620554291
"2322","sampling_area=Area_05__season=Winter__sex=F","prey_59",13,20,65,5.69,405.78,1.4022376657302,91.1454482724629,1.34121465417985
"2323","sampling_area=Area_05__season=Winter__sex=F","prey_47",13,20,65,5.68,405.78,1.3997732761595,90.9852629503672,1.33885751067514
"2324","sampling_area=Area_05__season=Winter__sex=F","prey_4",12,20,60,5.99,405.78,1.4761693528513,88.5701611710779,1.30331903937336
"2325","sampling_area=Area_05__season=Winter__sex=F","prey_1",12,20,60,5.83,405.78,1.43673911972005,86.2043471832027,1.26850584299611
"2326","sampling_area=Area_05__season=Winter__sex=F","prey_57",13,20,65,5.29,405.78,1.30366208290207,84.7380353886342,1.24692891399146
"2327","sampling_area=Area_05__season=Winter__sex=F","prey_6",12,20,60,5.57,405.78,1.37266499088176,82.3598994529055,1.21193439888308
"2328","sampling_area=Area_05__season=Winter__sex=F","prey_14",11,20,55,6.03,405.78,1.48602691113411,81.7314801123762,1.20268714359537
"2329","sampling_area=Area_05__season=Winter__sex=F","prey_48",11,20,55,6.03,405.78,1.48602691113411,81.7314801123762,1.20268714359537
"2330","sampling_area=Area_05__season=Winter__sex=F","prey_54",11,20,55,5.94,405.78,1.46384740499778,80.511607274878,1.18473658921335
"2331","sampling_area=Area_05__season=Winter__sex=F","prey_32",11,20,55,5.38,405.78,1.3258415890384,72.9212873971117,1.07304425083633
"2332","sampling_area=Area_05__season=Winter__sex=F","prey_56",11,20,55,4.84,405.78,1.19276455222042,65.6020503721228,0.96534092454421
"2333","sampling_area=Area_05__season=Winter__sex=F","prey_40",10,20,50,4.71,405.78,1.16072748780127,58.0363743900636,0.854011223629457
"2334","sampling_area=Area_05__season=Winter__sex=F","prey_8",10,20,50,4.6,405.78,1.13361920252353,56.6809601261767,0.83406616320499
"2335","sampling_area=Area_05__season=Winter__sex=F","prey_12",11,20,55,4.17,405.78,1.02765045098329,56.520774804081,0.83170901970028
"2336","sampling_area=Area_05__season=Winter__sex=F","prey_58",9,20,45,4.8,405.78,1.1829069939376,53.2308147271921,0.783296918488165
"2337","sampling_area=Area_05__season=Winter__sex=F","prey_3",10,20,50,3.74,405.78,0.921681699443048,46.0840849721524,0.678132054431883
"2338","sampling_area=Area_05__season=Winter__sex=F","prey_27",9,20,45,3.31,405.78,0.815712947902805,36.7070826556262,0.540148500040797
"2339","sampling_area=Area_05__season=Winter__sex=F","prey_33",10,20,50,2.71,405.78,0.667849573660604,33.3924786830302,0.491373761366418
"2340","sampling_area=Area_05__season=Winter__sex=F","prey_50",7,20,35,2.76,405.78,0.680171521514121,23.8060032529942,0.350307788546096
"2341","sampling_area=Area_05__season=Winter__sex=M","prey_53",12,12,100,5.52,234.07,2.35826889392062,235.826889392062,3.57997935458766
"2342","sampling_area=Area_05__season=Winter__sex=M","prey_27",10,12,83.3333333333333,5.96,234.07,2.54624684923314,212.187237436095,3.22111668981619
"2343","sampling_area=Area_05__season=Winter__sex=M","prey_35",9,12,75,6.13,234.07,2.61887469560388,196.415602170291,2.98169476136173
"2344","sampling_area=Area_05__season=Winter__sex=M","prey_33",11,12,91.6666666666667,4.61,234.07,1.96949630452429,180.53716124806,2.74065146544596
"2345","sampling_area=Area_05__season=Winter__sex=M","prey_48",9,12,75,5.17,234.07,2.20874097492203,165.655573119152,2.51474093250247
"2346","sampling_area=Area_05__season=Winter__sex=M","prey_7",10,12,83.3333333333333,4.62,234.07,1.97376853078139,164.480710898449,2.49690589042799
"2347","sampling_area=Area_05__season=Winter__sex=M","prey_51",10,12,83.3333333333333,4.58,234.07,1.95667962575298,163.056635479415,2.47528765761043
"2348","sampling_area=Area_05__season=Winter__sex=M","prey_21",9,12,75,5.06,234.07,2.1617464860939,162.130986457043,2.46123580627902
"2349","sampling_area=Area_05__season=Winter__sex=M","prey_30",9,12,75,4.97,234.07,2.12329644977998,159.247233733499,2.41745888482346
"2350","sampling_area=Area_05__season=Winter__sex=M","prey_46",9,12,75,4.53,234.07,1.93531849446747,145.14888708506,2.20343837992963
"2351","sampling_area=Area_05__season=Winter__sex=M","prey_50",9,12,75,4.51,234.07,1.92677404195326,144.508053146495,2.19371017516173
"2352","sampling_area=Area_05__season=Winter__sex=M","prey_45",10,12,83.3333333333333,4.03,234.07,1.72170718161234,143.475598467695,2.178036956369
"2353","sampling_area=Area_05__season=Winter__sex=M","prey_58",8,12,66.6666666666667,4.9,234.07,2.09339086598026,139.559391065351,2.11858681612072
"2354","sampling_area=Area_05__season=Winter__sex=M","prey_13",8,12,66.6666666666667,4.81,234.07,2.05494082966634,136.996055311089,2.07967399704911
"2355","sampling_area=Area_05__season=Winter__sex=M","prey_41",8,12,66.6666666666667,4.79,234.07,2.04639637715213,136.426425143476,2.07102670392209
"2356","sampling_area=Area_05__season=Winter__sex=M","prey_26",8,12,66.6666666666667,4.74,234.07,2.02503524586662,135.002349724441,2.04940847110453
"2357","sampling_area=Area_05__season=Winter__sex=M","prey_22",8,12,66.6666666666667,4.71,234.07,2.01221856709531,134.147904473021,2.03643753141399
"2358","sampling_area=Area_05__season=Winter__sex=M","prey_19",9,12,75,4.12,234.07,1.76015721792626,132.01179134447,2.00401018218766
"2359","sampling_area=Area_05__season=Winter__sex=M","prey_29",8,12,66.6666666666667,4.53,234.07,1.93531849446747,129.021232964498,1.95861189327078
"2360","sampling_area=Area_05__season=Winter__sex=M","prey_47",8,12,66.6666666666667,4.47,234.07,1.90968513692485,127.312342461657,1.93267001388971
"2361","sampling_area=Area_05__season=Winter__sex=M","prey_1",7,12,58.3333333333333,5.04,234.07,2.1532020335797,125.603451958816,1.90672813450864
"2362","sampling_area=Area_05__season=Winter__sex=M","prey_37",7,12,58.3333333333333,5.04,234.07,2.1532020335797,125.603451958816,1.90672813450864
"2363","sampling_area=Area_05__season=Winter__sex=M","prey_10",8,12,66.6666666666667,4.4,234.07,1.87977955312513,125.318636875009,1.90240448794513
"2364","sampling_area=Area_05__season=Winter__sex=M","prey_36",8,12,66.6666666666667,4.4,234.07,1.87977955312513,125.318636875009,1.90240448794513
"2365","sampling_area=Area_05__season=Winter__sex=M","prey_28",7,12,58.3333333333333,5.02,234.07,2.14465758106549,125.105025562154,1.8991617530225
"2366","sampling_area=Area_05__season=Winter__sex=M","prey_18",10,12,83.3333333333333,3.41,234.07,1.45682915367198,121.402429472665,1.84295434769685
"2367","sampling_area=Area_05__season=Winter__sex=M","prey_17",9,12,75,3.78,234.07,1.61490152518477,121.117614388858,1.83863070113334
"2368","sampling_area=Area_05__season=Winter__sex=M","prey_6",9,12,75,3.7,234.07,1.58072371512795,118.554278634596,1.79971788206173
"2369","sampling_area=Area_05__season=Winter__sex=M","prey_60",7,12,58.3333333333333,4.71,234.07,2.01221856709531,117.379416413893,1.78188283998725
"2370","sampling_area=Area_05__season=Winter__sex=M","prey_5",8,12,66.6666666666667,4.09,234.07,1.74734053915495,116.489369276997,1.76837144447627
"2371","sampling_area=Area_05__season=Winter__sex=M","prey_39",8,12,66.6666666666667,3.93,234.07,1.67898491904131,111.932327936087,1.69919309946008
"2372","sampling_area=Area_05__season=Winter__sex=M","prey_2",8,12,66.6666666666667,3.8,234.07,1.62344597769898,108.229731846599,1.64298569413443
"2373","sampling_area=Area_05__season=Winter__sex=M","prey_20",8,12,66.6666666666667,3.71,234.07,1.58499594138506,105.666396092337,1.60407287506283
"2374","sampling_area=Area_05__season=Winter__sex=M","prey_32",8,12,66.6666666666667,3.6,234.07,1.53800145255693,102.533430170462,1.5565127628642
"2375","sampling_area=Area_05__season=Winter__sex=M","prey_42",7,12,58.3333333333333,4.09,234.07,1.74734053915495,101.928198117372,1.54732501391674
"2376","sampling_area=Area_05__season=Winter__sex=M","prey_23",7,12,58.3333333333333,4.07,234.07,1.73879608664075,101.42977172071,1.53975863243059
"2377","sampling_area=Area_05__season=Winter__sex=M","prey_15",8,12,66.6666666666667,3.49,234.07,1.4910069637288,99.4004642485866,1.50895265066557
"2378","sampling_area=Area_05__season=Winter__sex=M","prey_31",7,12,58.3333333333333,3.78,234.07,1.61490152518477,94.2025889691118,1.43004610088148
"2379","sampling_area=Area_05__season=Winter__sex=M","prey_24",6,12,50,4.36,234.07,1.86269064809672,93.1345324048362,1.41383242626831
"2380","sampling_area=Area_05__season=Winter__sex=M","prey_38",7,12,58.3333333333333,3.67,234.07,1.56790703635665,91.461243787471,1.38843100270768
"2381","sampling_area=Area_05__season=Winter__sex=M","prey_52",6,12,50,4.19,234.07,1.79006280172598,89.503140086299,1.35870593258354
"2382","sampling_area=Area_05__season=Winter__sex=M","prey_59",7,12,58.3333333333333,3.58,234.07,1.52945700004272,89.2183250024921,1.35438228602003
"2383","sampling_area=Area_05__season=Winter__sex=M","prey_3",6,12,50,4.1,234.07,1.75161276541206,87.5806382706028,1.32952131827984
"2384","sampling_area=Area_05__season=Winter__sex=M","prey_14",8,12,66.6666666666667,2.98,234.07,1.27312342461657,84.8748949744378,1.28844667592648
"2385","sampling_area=Area_05__season=Winter__sex=M","prey_11",7,12,58.3333333333333,3.25,234.07,1.38847353355834,80.9942894575697,1.22953699149863
"2386","sampling_area=Area_05__season=Winter__sex=M","prey_12",7,12,58.3333333333333,3.24,234.07,1.38420130730123,80.7450762592387,1.22575380075556
"2387","sampling_area=Area_05__season=Winter__sex=M","prey_40",7,12,58.3333333333333,3.09,234.07,1.3201179134447,77.0068782842739,1.16900593960947
"2388","sampling_area=Area_05__season=Winter__sex=M","prey_34",8,12,66.6666666666667,2.54,234.07,1.08514546930405,72.3430312869369,1.09820622713196
"2389","sampling_area=Area_05__season=Winter__sex=M","prey_9",6,12,50,3.38,234.07,1.44401247490067,72.2006237450335,1.09604440385021
"2390","sampling_area=Area_05__season=Winter__sex=M","prey_55",6,12,50,3.13,234.07,1.33720681847311,66.8603409236553,1.01497603078436
"2391","sampling_area=Area_05__season=Winter__sex=M","prey_57",6,12,50,3.04,234.07,1.29875678215918,64.9378391079592,0.98579141648066
"2392","sampling_area=Area_05__season=Winter__sex=M","prey_16",6,12,50,2.63,234.07,1.12359550561798,56.1797752808989,0.852839284652676
"2393","sampling_area=Area_05__season=Winter__sex=M","prey_49",6,12,50,2.39,234.07,1.02106207544752,51.0531037723758,0.775013646509466
"2394","sampling_area=Area_05__season=Winter__sex=M","prey_8",6,12,50,2.32,234.07,0.991156491647798,49.5578245823899,0.75231450205103
"2395","sampling_area=Area_05__season=Winter__sex=M","prey_44",5,12,41.6666666666667,2.47,234.07,1.05523988550434,43.9683285626807,0.667462938242113
"2396","sampling_area=Area_05__season=Winter__sex=M","prey_25",5,12,41.6666666666667,2.24,234.07,0.956978681590977,39.8741117329574,0.605310518891633
"2397","sampling_area=Area_05__season=Winter__sex=M","prey_54",4,12,33.3333333333333,2.43,234.07,1.03815098047593,34.6050326825309,0.525323057466667
"2398","sampling_area=Area_05__season=Winter__sex=M","prey_43",6,12,50,1.36,234.07,0.58102277096595,29.0511385482975,0.44101194947819
"2399","sampling_area=Area_05__season=Winter__sex=M","prey_4",5,12,41.6666666666667,1.59,234.07,0.67928397487931,28.3034989533046,0.429662377248972
"2400","sampling_area=Area_05__season=Winter__sex=M","prey_56",3,12,25,1.27,234.07,0.542572734652027,13.5643183663007,0.205913667587243
"2401","sampling_area=Area_06__season=Autumn__sex=F","prey_48",14,16,87.5,8.59,308.86,2.78119536359516,243.354594314576,3.64765795851267
"2402","sampling_area=Area_06__season=Autumn__sex=F","prey_23",13,16,81.25,8,308.86,2.59017030369747,210.451337175419,3.1544688814678
"2403","sampling_area=Area_06__season=Autumn__sex=F","prey_58",13,16,81.25,7.35,308.86,2.37971896652205,193.352166029916,2.89816828484854
"2404","sampling_area=Area_06__season=Autumn__sex=F","prey_42",13,16,81.25,6.76,308.86,2.18869390662436,177.831379913229,2.66552620484029
"2405","sampling_area=Area_06__season=Autumn__sex=F","prey_44",14,16,87.5,6.23,308.86,2.0170951240044,176.495823350385,2.64550746001559
"2406","sampling_area=Area_06__season=Autumn__sex=F","prey_19",13,16,81.25,6.3,308.86,2.03975911416176,165.730428025643,2.48414424415589
"2407","sampling_area=Area_06__season=Autumn__sex=F","prey_56",12,16,75,6.34,308.86,2.05270996568024,153.953247426018,2.3076153125199
"2408","sampling_area=Area_06__season=Autumn__sex=F","prey_33",14,16,87.5,5.36,308.86,1.7354141034773,151.848734054264,2.27607062370523
"2409","sampling_area=Area_06__season=Autumn__sex=F","prey_52",12,16,75,6.22,308.86,2.01385741112478,151.039305834359,2.2639380510842
"2410","sampling_area=Area_06__season=Autumn__sex=F","prey_1",12,16,75,6.1,308.86,1.97500485656932,148.125364242699,2.22026078964849
"2411","sampling_area=Area_06__season=Autumn__sex=F","prey_14",11,16,68.75,6.45,308.86,2.08832480735608,143.572330505731,2.1520150686552
"2412","sampling_area=Area_06__season=Autumn__sex=F","prey_37",12,16,75,5.87,308.86,1.90053746033802,142.540309525351,2.13654603856338
"2413","sampling_area=Area_06__season=Autumn__sex=F","prey_51",11,16,68.75,6.15,308.86,1.99119342096743,136.894547691511,2.0519213445317
"2414","sampling_area=Area_06__season=Autumn__sex=F","prey_21",11,16,68.75,6.11,308.86,1.97824256944894,136.004176649615,2.03857551464857
"2415","sampling_area=Area_06__season=Autumn__sex=F","prey_7",11,16,68.75,6.11,308.86,1.97824256944894,136.004176649615,2.03857551464857
"2416","sampling_area=Area_06__season=Autumn__sex=F","prey_22",10,16,62.5,6.66,308.86,2.15631677782814,134.769798614259,2.02007334140149
"2417","sampling_area=Area_06__season=Autumn__sex=F","prey_30",12,16,75,5.54,308.86,1.7936929353105,134.526970148287,2.01643356961519
"2418","sampling_area=Area_06__season=Autumn__sex=F","prey_9",12,16,75,5.46,308.86,1.76779123227352,132.584342420514,1.98731539532471
"2419","sampling_area=Area_06__season=Autumn__sex=F","prey_27",11,16,68.75,5.95,308.86,1.92643916337499,132.442692482031,1.98519219511603
"2420","sampling_area=Area_06__season=Autumn__sex=F","prey_53",11,16,68.75,5.9,308.86,1.91025059897688,131.329728679661,1.96850990776212
"2421","sampling_area=Area_06__season=Autumn__sex=F","prey_28",11,16,68.75,5.78,308.86,1.87139804442142,128.658615553973,1.92847241811272
